dataset,total_shots,seed,comparison,order_id,metric,deterministic_value,evaluated_unique_permutation_mean,difference,evaluated_unique_permutation_count
sst2,2,3,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9199919991999201,0.91999599959996,-4.000400039894103e-06,2
sst2,2,3,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.92,0.92,0.0,2
sst2,2,3,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.92,0.91999599959996,4.000400040005125e-06,2
sst2,2,3,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.92,0.92,0.0,2
sst2,2,3,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.92,0.91999599959996,4.000400040005125e-06,2
sst2,2,4,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.95,0.9475,0.0024999999999999467,2
sst2,2,4,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9499949994999499,0.9474803015010694,0.0025146979988804885,2
sst2,2,4,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.95,0.9475,0.0024999999999999467,2
sst2,2,4,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.9499949994999499,0.9474803015010694,0.0025146979988804885,2
sst2,2,4,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.95,0.9475,0.0024999999999999467,2
sst2,2,4,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9499949994999499,0.9474803015010694,0.0025146979988804885,2
sst2,2,5,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.94,0.935,0.004999999999999893,2
sst2,2,5,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.939783219590526,0.9347192653072718,0.005063954283254235,2
sst2,2,5,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.94,0.935,0.004999999999999893,2
sst2,2,5,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.939783219590526,0.9347192653072718,0.005063954283254235,2
sst2,2,5,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.94,0.935,0.004999999999999893,2
sst2,2,5,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.939783219590526,0.9347192653072718,0.005063954283254235,2
sst2,4,1,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.96,0.9372916666666666,0.02270833333333333,24
sst2,4,1,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9599959995999598,0.9372645484557723,0.02273145114418751,24
sst2,4,1,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.94,0.9372916666666666,0.0027083333333333126,24
sst2,4,1,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.93999399939994,0.9372645484557723,0.002729450944167655,24
sst2,4,1,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.95,0.9372916666666666,0.012708333333333321,24
sst2,4,1,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9499949994999499,0.9372645484557723,0.012730451044177582,24
sst2,4,2,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.93,0.9260416666666668,0.003958333333333286,24
sst2,4,2,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9299929992999301,0.92601093150435,0.00398206779558008,24
sst2,4,2,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.92,0.9260416666666668,-0.006041666666666723,24
sst2,4,2,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.9199279351416275,0.92601093150435,-0.00608299636272247,24
sst2,4,2,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.915,0.9260416666666668,-0.011041666666666727,24
sst2,4,2,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9149978749468737,0.92601093150435,-0.011013056557476308,24
sst2,4,3,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.95,0.9435416666666666,0.006458333333333344,24
sst2,4,3,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9499949994999499,0.9435201498753842,0.006474849624565682,24
sst2,4,3,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.925,0.9435416666666666,-0.018541666666666567,24
sst2,4,3,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.9249981249531238,0.9435201498753842,-0.018522024922260405,24
sst2,4,3,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.935,0.9435416666666666,-0.008541666666666559,24
sst2,4,3,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9349853717086344,0.9435201498753842,-0.008534778166749857,24
sst2,4,4,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.935,0.93875,-0.00374999999999992,24
sst2,4,4,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9349202773397411,0.9386995171634989,-0.0037792398237577185,24
sst2,4,4,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.945,0.93875,0.006249999999999978,24
sst2,4,4,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.9449876222149983,0.9386995171634989,0.00628810505149946,24
sst2,4,4,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.935,0.93875,-0.00374999999999992,24
sst2,4,4,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.934959349593496,0.9386995171634989,-0.003740167570002839,24
sst2,4,5,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.955,0.9558333333333333,-0.0008333333333333526,24
sst2,4,5,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9549086900974473,0.9557520821720205,-0.0008433920745731793,24
sst2,4,5,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.955,0.9558333333333333,-0.0008333333333333526,24
sst2,4,5,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.9549448073890516,0.9557520821720205,-0.0008072747829688254,24
sst2,4,5,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.955,0.9558333333333333,-0.0008333333333333526,24
sst2,4,5,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9549086900974473,0.9557520821720205,-0.0008433920745731793,24
sst2,8,1,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.94,0.9307894736842106,0.009210526315789336,38
sst2,8,1,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.94,0.9307077432165344,0.009292256783465569,38
sst2,8,1,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.91,0.9307894736842106,-0.02078947368421058,38
sst2,8,1,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.9096748293857888,0.9307077432165344,-0.02103291383074557,38
sst2,8,1,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.93,0.9307894736842106,-0.0007894736842105621,38
sst2,8,1,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9299369432489241,0.9307077432165344,-0.0007707999676103139,38
sst2,8,2,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.925,0.9380263157894737,-0.013026315789473664,38
sst2,8,2,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.924953095684803,0.937998171014613,-0.01304507532981003,38
sst2,8,2,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.95,0.9380263157894737,0.011973684210526248,38
sst2,8,2,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.9500000000000001,0.937998171014613,0.012001828985387042,38
sst2,8,2,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.945,0.9380263157894737,0.006973684210526243,38
sst2,8,2,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9449876222149983,0.937998171014613,0.006989451200385299,38
sst2,8,3,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.95,0.9446052631578947,0.00539473684210523,38
sst2,8,3,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9499799919967986,0.9445933469108139,0.0053866450859847426,38
sst2,8,3,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.94,0.9446052631578947,-0.004605263157894779,38
sst2,8,3,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.94,0.9445933469108139,-0.0045933469108139224,38
sst2,8,3,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.925,0.9446052631578947,-0.01960526315789468,38
sst2,8,3,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.924953095684803,0.9445933469108139,-0.019640251226010874,38
sst2,8,4,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.945,0.9442105263157894,0.0007894736842105621,38
sst2,8,4,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9449986249656241,0.9442028525434947,0.0007957724221294704,38
sst2,8,4,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.93,0.9442105263157894,-0.01421052631578934,38
sst2,8,4,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.93,0.9442028525434947,-0.014202852543494626,38
sst2,8,4,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.95,0.9442105263157894,0.0057894736842105665,38
sst2,8,4,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9499949994999499,0.9442028525434947,0.005792146956455246,38
sst2,8,5,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,accuracy,0.945,0.9568421052631578,-0.011842105263157876,38
sst2,8,5,seeded_base_minus_evaluated_unique_permutation_mean,seeded_base,macro_f1,0.9448331201885704,0.9567777642707455,-0.011944644082175104,38
sst2,8,5,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,accuracy,0.97,0.9568421052631578,0.013157894736842146,38
sst2,8,5,label_grouped_minus_evaluated_unique_permutation_mean,label_grouped,macro_f1,0.96999699969997,0.9567777642707455,0.01321923542922454,38
sst2,8,5,alternating_minus_evaluated_unique_permutation_mean,alternating,accuracy,0.96,0.9568421052631578,0.0031578947368421373,38
sst2,8,5,alternating_minus_evaluated_unique_permutation_mean,alternating,macro_f1,0.9599639675708138,0.9567777642707455,0.0031862033000683576,38
