dataset,model_id,total_shots,seed,order_family,order_id,n_eval,accuracy,macro_f1,mean_prompt_tokens,total_latency_seconds
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_03,200,0.845,0.8446854881134297,341.03,6.734791528084315
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_04,200,0.84,0.8395989974937343,341.03,6.744735821877839
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_05,200,0.84,0.839421918908069,341.03,6.738684518932132
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_06,200,0.835,0.8342999171499585,341.03,6.738430891011376
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_07,200,0.835,0.8344993605657113,341.03,6.721812382893404
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_08,200,0.84,0.8392121394834691,341.03,6.742594503099099
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_09,200,0.84,0.839421918908069,341.03,6.725997264758917
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_10,200,0.84,0.839421918908069,341.03,6.715887930302415
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_11,200,0.83,0.8293857888398235,341.03,6.711181802966166
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_12,200,0.84,0.839421918908069,341.03,6.710843990265857
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_13,200,0.84,0.8395989974937343,341.03,6.720606900082203
rte,Qwen/Qwen3-4B,4,5,exhaustive,perm_14,200,0.84,0.8392121394834691,341.03,6.712510594952619
